source,target,source label,label,predicate_type,predicate uri
15444,14198,steak and kidney pie filling,obsolete: meat added,has substance added,
15444,21481,steak and kidney pie filling,flavoring- spice or herb added,has substance added,
15444,5874,steak and kidney pie filling,packed in gravy or sauce- meat,immersed in,
15445,21464,zuwai crab (raw),whole- natural shape,has quality,
15445,21462,zuwai crab (raw),not heat-treated,has quality,
15445,21508,zuwai crab (raw),whole animal or most parts used,derives from,
15449,9719,lemon beverage,food (liquid),has quality,
15449,21473,lemon beverage,fruit- peel present- core- pit or seed present,derives from,
15451,21491,fruit melange in cognac,semisolid with solid pieces,has quality,
15451,21479,fruit melange in cognac,fruit part,derives from,
15451,21492,fruit melange in cognac,alcoholated,formed as a result of,
15452,21486,grape juice (frozen concentrate),liquid- high viscosity- with no visible particles,has quality,
15452,21473,grape juice (frozen concentrate),fruit- peel present- core- pit or seed present,derives from,
15452,21467,grape juice (frozen concentrate),water removal process,formed as a result of,
15452,21476,grape juice (frozen concentrate),preservation by freezing,formed as a result of,
15455,9719,beet sugar liquor,food (liquid),has quality,
15455,10574,beet sugar liquor,white sugar,derives from,
15458,21483,salami (genoa),whole- shape achieved by forming,has quality,
15458,21506,salami (genoa),meat part of animal,derives from,
15459,21458,cheese leidse,solid,has quality,
15459,21460,cheese leidse,curd,derives from,
15459,10001,cheese leidse,curing or aging process,formed as a result of,
15459,21577,cheese leidse,partial fat removal process- 50% or more remaining,formed as a result of,
15459,7975,cheese leidse,interior bacteria curing process,formed as a result of,
15462,21486,half and half (sour),liquid- high viscosity- with no visible particles,has quality,
15462,21459,half and half (sour),partially heat-treated,has quality,
15462,7673,half and half (sour),cream food product,derives from,
15462,15328,half and half (sour),lactic acid fermentation process,formed as a result of,
15462,21461,half and half (sour),pasteurization by heating,formed as a result of,
15462,21590,half and half (sour),http://purl.obolibrary.org/obo/FOODON_03460184,has substance added,
15466,21464,spice (leafy),whole- natural shape,has quality,
15466,21482,spice (leafy),leaf,derives from,
15474,14683,sugar maple cake mix,finely ground,has quality,
15474,7107,sugar maple cake mix,dry mix,has quality,
15474,21467,sugar maple cake mix,water removal process,formed as a result of,
15474,21468,sugar maple cake mix,preservation by dehydration or drying,formed as a result of,
15474,21487,sugar maple cake mix,sugar or sugar syrup added,has substance added,
15474,21510,sugar maple cake mix,grain added,has substance added,
15474,21481,sugar maple cake mix,flavoring- spice or herb added,has substance added,
15479,18366,mangosteen (canned),can- bottle or jar,surrounded by,
15479,21456,mangosteen (canned),fully heat-treated,has quality,
15479,21503,mangosteen (canned),fruit- peel removed- core- pit or seed removed,derives from,
15479,21484,mangosteen (canned),sterilization by heating,formed as a result of,
15483,18366,vegetable juice (canned),can- bottle or jar,surrounded by,
15483,9719,vegetable juice (canned),food (liquid),has quality,
15483,21456,vegetable juice (canned),fully heat-treated,has quality,
15483,18497,vegetable juice (canned),part of plant,derives from,
15483,21484,vegetable juice (canned),sterilization by heating,formed as a result of,
15484,21476,frosting or filling (frozen),preservation by freezing,formed as a result of,
15484,21470,frosting or filling (frozen),flavoring or taste ingredient added,has substance added,
15487,21458,rye bread (enriched),solid,has quality,
15487,21456,rye bread (enriched),fully heat-treated,has quality,
15487,21530,rye bread (enriched),seed- skin removed- germ removed (endosperm),derives from,
15487,12823,rye bread (enriched),food baking process,formed as a result of,
15487,5366,rye bread (enriched),carbohydrate fermentation process,formed as a result of,
15487,21570,rye bread (enriched),nicotinic acid,has substance added,
15487,21571,rye bread (enriched),riboflavin,has substance added,
15487,21650,rye bread (enriched),rye plant as food source,has substance added,
15487,21522,rye bread (enriched),nutrient or dietary substance added,has substance added,
15487,21573,rye bread (enriched),http://purl.obolibrary.org/obo/FOODON_03460309,has substance added,
15490,9719,liqueur (flavored with herbs and/or spices),food (liquid),has quality,
15490,13230,liqueur (flavored with herbs and/or spices),alcohol fermentation process,formed as a result of,
15490,21509,liqueur (flavored with herbs and/or spices),preservation by fermentation,formed as a result of,
15490,21529,liqueur (flavored with herbs and/or spices),spice or herb added,has substance added,
15491,8927,mitsumame (packed in plastic),plastic container,surrounded by,
15491,21458,mitsumame (packed in plastic),solid,has quality,
15491,21456,mitsumame (packed in plastic),fully heat-treated,has quality,
15491,21493,mitsumame (packed in plastic),sucrose,derives from,
15491,11205,mitsumame (packed in plastic),plastic,adjacent to,http://purl.obolibrary.org/obo/RO_0002220
15492,21483,breakfast sausage (minimum cereal content of 6%),whole- shape achieved by forming,has quality,
15492,19022,breakfast sausage (minimum cereal content of 6%),skeletal meat part- without bone- without skin,derives from,
15492,21510,breakfast sausage (minimum cereal content of 6%),grain added,has substance added,
15492,21481,breakfast sausage (minimum cereal content of 6%),flavoring- spice or herb added,has substance added,
15494,21491,jam (fruit- artificially sweetened),semisolid with solid pieces,has quality,
15494,21456,jam (fruit- artificially sweetened),fully heat-treated,has quality,
15494,21479,jam (fruit- artificially sweetened),fruit part,derives from,
15494,21469,jam (fruit- artificially sweetened),nonnutritive sweetener added,has substance added,
15495,21458,multivitamin food supplement- chewable,solid,has quality,
15495,21521,multivitamin food supplement- chewable,http://purl.obolibrary.org/obo/FOODON_03460163,has substance added,
15495,21522,multivitamin food supplement- chewable,nutrient or dietary substance added,has substance added,
15497,21464,root vegetable (cooked),whole- natural shape,has quality,
15497,21456,root vegetable (cooked),fully heat-treated,has quality,
15497,12198,root vegetable (cooked),root- tuber or bulb,derives from,
15498,21458,codfish and chips,solid,has quality,
15498,21456,codfish and chips,fully heat-treated,has quality,
15498,18205,codfish and chips,skeletal meat part,derives from,
15498,19634,codfish and chips,cooking with added fat or oil,formed as a result of,
15498,21567,codfish and chips,breaded or batter-coated,formed as a result of,
15498,21532,codfish and chips,fat or oil coated,formed as a result of,
15498,9118,codfish and chips,obsolete: vegetable added,has substance added,
15501,21458,slime head (raw),solid,has quality,
15501,21462,slime head (raw),not heat-treated,has quality,
15501,18205,slime head (raw),skeletal meat part,derives from,
15502,21483,ice cream (freeze-dried),whole- shape achieved by forming,has quality,
15502,21459,ice cream (freeze-dried),partially heat-treated,has quality,
15502,21474,ice cream (freeze-dried),milk or milk component,derives from,
15502,21467,ice cream (freeze-dried),water removal process,formed as a result of,
15502,6442,ice cream (freeze-dried),freeze-drying,formed as a result of,
15502,21487,ice cream (freeze-dried),sugar or sugar syrup added,has substance added,
15503,21463,skim milk (raw),liquid- low viscosity- with no visible particles,has quality,
15503,21462,skim milk (raw),not heat-treated,has quality,
15503,21504,skim milk (raw),milk (mammary secretion),derives from,
15503,21574,skim milk (raw),full fat removal process,formed as a result of,
15503,3540,skim milk (raw),not pasteurized claim or use,has consumer,
15504,21464,shrimp (raw- breaded),whole- natural shape,has quality,
15504,21462,shrimp (raw- breaded),not heat-treated,has quality,
15504,21508,shrimp (raw- breaded),whole animal or most parts used,derives from,
15504,21567,shrimp (raw- breaded),breaded or batter-coated,formed as a result of,
15508,21464,pork tenderloin (raw),whole- natural shape,has quality,
15508,21462,pork tenderloin (raw),not heat-treated,has quality,
15508,19022,pork tenderloin (raw),skeletal meat part- without bone- without skin,derives from,
15509,2978,apple jelly,semisolid with smooth consistency,has quality,
15509,21456,apple jelly,fully heat-treated,has quality,
15509,7427,apple jelly,sugar,derives from,
15509,21514,apple jelly,pectin added,has substance added,
15509,21477,apple jelly,http://purl.obolibrary.org/obo/FOODON_03460147,has substance added,
15510,21483,confectionery (tablet),whole- shape achieved by forming,has quality,
15510,21490,confectionery (tablet),sweetener added,has substance added,
15514,21459,milk product (enriched),partially heat-treated,has quality,
15514,21474,milk product (enriched),milk or milk component,derives from,
15514,21461,milk product (enriched),pasteurization by heating,formed as a result of,
15514,21522,milk product (enriched),nutrient or dietary substance added,has substance added,
15515,21508,clam (whole or part),whole animal or most parts used,derives from,
15518,21458,asparagus (dried),solid,has quality,
15518,21626,asparagus (dried),spear or shoot,derives from,
15518,21467,asparagus (dried),water removal process,formed as a result of,
15518,21468,asparagus (dried),preservation by dehydration or drying,formed as a result of,
15519,21491,fruit jelly (uncooked- frozen),semisolid with solid pieces,has quality,
15519,21462,fruit jelly (uncooked- frozen),not heat-treated,has quality,
15519,21493,fruit jelly (uncooked- frozen),sucrose,derives from,
15519,21476,fruit jelly (uncooked- frozen),preservation by freezing,formed as a result of,
15519,21514,fruit jelly (uncooked- frozen),pectin added,has substance added,
15519,21477,fruit jelly (uncooked- frozen),http://purl.obolibrary.org/obo/FOODON_03460147,has substance added,
15521,21491,pudding tapioca,semisolid with solid pieces,has quality,
15521,21504,pudding tapioca,milk (mammary secretion),derives from,
15521,21565,pudding tapioca,starch added,has substance added,
15526,21463,chamomile tea (steeped),liquid- low viscosity- with no visible particles,has quality,
15526,21456,chamomile tea (steeped),fully heat-treated,has quality,
15526,5778,chamomile tea (steeped),floret or flower,derives from,
15526,11677,chamomile tea (steeped),steeping,formed as a result of,
15528,9719,meat tenderizer (liquid),food (liquid),has quality,
15528,21456,meat tenderizer (liquid),fully heat-treated,has quality,
15528,21565,meat tenderizer (liquid),starch added,has substance added,
15528,21533,meat tenderizer (liquid),sucrose added,has substance added,
15532,18366,vegetable in butter sauce (canned),can- bottle or jar,surrounded by,
15532,21458,vegetable in butter sauce (canned),solid,has quality,
15532,21456,vegetable in butter sauce (canned),fully heat-treated,has quality,
15532,18497,vegetable in butter sauce (canned),part of plant,derives from,
15532,21484,vegetable in butter sauce (canned),sterilization by heating,formed as a result of,
15532,21548,vegetable in butter sauce (canned),butter added,has substance added,
15532,16953,vegetable in butter sauce (canned),packed in edible medium,immersed in,
15533,2978,spare cheese,semisolid with smooth consistency,has quality,
15533,21459,spare cheese,partially heat-treated,has quality,
15533,21460,spare cheese,curd,derives from,
15533,15328,spare cheese,lactic acid fermentation process,formed as a result of,
15533,21461,spare cheese,pasteurization by heating,formed as a result of,
15534,2282,poo nih tea (dry),divided into pieces,has quality,
15534,21459,poo nih tea (dry),partially heat-treated,has quality,
15534,21482,poo nih tea (dry),leaf,derives from,
15534,21467,poo nih tea (dry),water removal process,formed as a result of,
15534,21551,poo nih tea (dry),enzymatic modification process,formed as a result of,
15534,21468,poo nih tea (dry),preservation by dehydration or drying,formed as a result of,
15536,21458,mushroom (deep-frozen),solid,has quality,
15536,18436,mushroom (deep-frozen),whole plant or most parts used,derives from,
15536,21476,mushroom (deep-frozen),preservation by freezing,formed as a result of,
15537,21464,pollock fillet (skinless- raw),whole- natural shape,has quality,
15537,21462,pollock fillet (skinless- raw),not heat-treated,has quality,
15537,19022,pollock fillet (skinless- raw),skeletal meat part- without bone- without skin,derives from,
15541,21491,cottage cheese (artificially flavored),semisolid with solid pieces,has quality,
15541,21459,cottage cheese (artificially flavored),partially heat-treated,has quality,
15541,21460,cottage cheese (artificially flavored),curd,derives from,
15541,15328,cottage cheese (artificially flavored),lactic acid fermentation process,formed as a result of,
15541,11479,cottage cheese (artificially flavored),flavoring added- artificial,formed as a result of,
15541,21461,cottage cheese (artificially flavored),pasteurization by heating,formed as a result of,
15544,21491,apple jam,semisolid with solid pieces,has quality,
15544,21456,apple jam,fully heat-treated,has quality,
15544,21635,apple jam,fruit- peel present,derives from,
15544,21487,apple jam,sugar or sugar syrup added,has substance added,
15547,21464,crabmeat (claw),whole- natural shape,has quality,
15547,21456,crabmeat (claw),fully heat-treated,has quality,
15547,18205,crabmeat (claw),skeletal meat part,derives from,
15549,2978,butter (half-fat),semisolid with smooth consistency,has quality,
15549,16090,butter (half-fat),mammalian milk butter,derives from,
15549,21577,butter (half-fat),partial fat removal process- 50% or more remaining,formed as a result of,
15549,10084,butter (half-fat),fat special claim or use,has consumer,
15553,21458,muskmelon (food product),solid,has quality,
15553,21462,muskmelon (food product),not heat-treated,has quality,
15553,21479,muskmelon (food product),fruit part,derives from,
15556,21549,coffee substitute (made from fruit and vegetable peels),disintegrated or ground,has quality,
15556,21456,coffee substitute (made from fruit and vegetable peels),fully heat-treated,has quality,
15556,21558,coffee substitute (made from fruit and vegetable peels),peel- core or seed,derives from,
15556,12823,coffee substitute (made from fruit and vegetable peels),food baking process,formed as a result of,
15556,21467,coffee substitute (made from fruit and vegetable peels),water removal process,formed as a result of,
15557,21586,orange sherbet base,liquid- high viscosity,has quality,
15557,21459,orange sherbet base,partially heat-treated,has quality,
15557,21474,orange sherbet base,milk or milk component,derives from,
15557,21461,orange sherbet base,pasteurization by heating,formed as a result of,
15557,21487,orange sherbet base,sugar or sugar syrup added,has substance added,
15557,21481,orange sherbet base,flavoring- spice or herb added,has substance added,
15563,21502,pudding (semolina),semisolid,has quality,
15563,21530,pudding (semolina),seed- skin removed- germ removed (endosperm),derives from,
15563,21666,pudding (semolina),wheat plant as food source,has substance added,
15563,21565,pudding (semolina),starch added,has substance added,
15564,21458,finettes cheese,solid,has quality,
15564,21460,finettes cheese,curd,derives from,
15564,4883,finettes cheese,lactic acid-other agent fermentation process,formed as a result of,
15566,2978,sour cream for butter making,semisolid with smooth consistency,has quality,
15566,21504,sour cream for butter making,milk (mammary secretion),derives from,
15566,15328,sour cream for butter making,lactic acid fermentation process,formed as a result of,
15570,21463,black vinegar chinese,liquid- low viscosity- with no visible particles,has quality,
15570,21516,black vinegar chinese,seed (anatomical part),derives from,
15570,7886,black vinegar chinese,microbial/enzymatic modification process,formed as a result of,
15570,10001,black vinegar chinese,curing or aging process,formed as a result of,
15572,18366,coffee drink (canned),can- bottle or jar,surrounded by,
15572,21463,coffee drink (canned),liquid- low viscosity- with no visible particles,has quality,
15572,21456,coffee drink (canned),fully heat-treated,has quality,
15572,21465,coffee drink (canned),seed- skin removed- germ present,derives from,
15572,21543,coffee drink (canned),roasting seed process,formed as a result of,
15572,21484,coffee drink (canned),sterilization by heating,formed as a result of,
15575,21491,meat goulash,semisolid with solid pieces,has quality,
15575,18205,meat goulash,skeletal meat part,derives from,
15575,21538,meat goulash,food added,has substance added,
15575,21481,meat goulash,flavoring- spice or herb added,has substance added,
15575,15477,meat goulash,packed in gravy or sauce,immersed in,
15577,2282,chive (freeze-dried),divided into pieces,has quality,
15577,18436,chive (freeze-dried),whole plant or most parts used,derives from,
15577,21467,chive (freeze-dried),water removal process,formed as a result of,
15577,6442,chive (freeze-dried),freeze-drying,formed as a result of,
15578,5425,plantain chip,whole- shape achieved by forming- thickness <0.3 cm.,has quality,
15578,21456,plantain chip,fully heat-treated,has quality,
15578,21555,plantain chip,fruit- peel removed- core- pit or seed present,derives from,
15578,19634,plantain chip,cooking with added fat or oil,formed as a result of,
15578,21532,plantain chip,fat or oil coated,formed as a result of,
15580,21502,soybean-koji,semisolid,has quality,
15580,21456,soybean-koji,fully heat-treated,has quality,
15580,21516,soybean-koji,seed (anatomical part),derives from,
15580,7886,soybean-koji,microbial/enzymatic modification process,formed as a result of,
15580,21693,soybean-koji,preservation by other method,formed as a result of,
15582,20848,cranberry catsup (food product),semiliquid with smooth consistency,has quality,
15582,21456,cranberry catsup (food product),fully heat-treated,has quality,
15582,21479,cranberry catsup (food product),fruit part,derives from,
15582,21494,cranberry catsup (food product),acidified,formed as a result of,
15582,21487,cranberry catsup (food product),sugar or sugar syrup added,has substance added,
15582,21481,cranberry catsup (food product),flavoring- spice or herb added,has substance added,
15584,9719,rice milk beverage (food product),food (liquid),has quality,
15584,21516,rice milk beverage (food product),seed (anatomical part),derives from,
15584,21551,rice milk beverage (food product),enzymatic modification process,formed as a result of,
15591,21458,culinary fat,solid,has quality,
15591,484,culinary fat,fat or oil,derives from,
15594,21483,dilly bread,whole- shape achieved by forming,has quality,
15594,21456,dilly bread,fully heat-treated,has quality,
15594,21530,dilly bread,seed- skin removed- germ removed (endosperm),derives from,
15594,12823,dilly bread,food baking process,formed as a result of,
15594,5366,dilly bread,carbohydrate fermentation process,formed as a result of,
15594,21529,dilly bread,spice or herb added,has substance added,
15594,21533,dilly bread,sucrose added,has substance added,
15594,21511,dilly bread,fat or oil added,has substance added,
15597,2978,tangerine jelly,semisolid with smooth consistency,has quality,
15597,21456,tangerine jelly,fully heat-treated,has quality,
15597,7427,tangerine jelly,sugar,derives from,
15597,21514,tangerine jelly,pectin added,has substance added,
15597,21477,tangerine jelly,http://purl.obolibrary.org/obo/FOODON_03460147,has substance added,
15598,20848,chocolate-flavored coating for ice cream bar,semiliquid with smooth consistency,has quality,
15598,21456,chocolate-flavored coating for ice cream bar,fully heat-treated,has quality,
15598,7427,chocolate-flavored coating for ice cream bar,sugar,derives from,
15598,7886,chocolate-flavored coating for ice cream bar,microbial/enzymatic modification process,formed as a result of,
15598,10001,chocolate-flavored coating for ice cream bar,curing or aging process,formed as a result of,
15598,21498,chocolate-flavored coating for ice cream bar,chocolate or cocoa added,has substance added,
15598,21581,chocolate-flavored coating for ice cream bar,vegetable fat or oil added,has substance added,
15600,5743,coffee with chicory (instant),medium ground,has quality,
15600,21456,coffee with chicory (instant),fully heat-treated,has quality,
15600,21465,coffee with chicory (instant),seed- skin removed- germ present,derives from,
15600,21467,coffee with chicory (instant),water removal process,formed as a result of,
15600,21562,coffee with chicory (instant),instantizing process,formed as a result of,
15600,21543,coffee with chicory (instant),roasting seed process,formed as a result of,
15600,21468,coffee with chicory (instant),preservation by dehydration or drying,formed as a result of,
15600,21481,coffee with chicory (instant),flavoring- spice or herb added,has substance added,
15602,18178,rum coconut pattie candy (food product),whole- shape achieved by forming- thickness 0.3-1.5 cm.,has quality,
15602,21456,rum coconut pattie candy (food product),fully heat-treated,has quality,
15602,21465,rum coconut pattie candy (food product),seed- skin removed- germ present,derives from,
15602,21472,rum coconut pattie candy (food product),flavoring or spice extract or concentrate added,has substance added,
15602,21487,rum coconut pattie candy (food product),sugar or sugar syrup added,has substance added,
15603,21559,sausage meat,divided or disintegrated,has quality,
15603,21506,sausage meat,meat part of animal,derives from,
15603,21481,sausage meat,flavoring- spice or herb added,has substance added,
15604,21483,buttercrunch candy,whole- shape achieved by forming,has quality,
15604,21456,buttercrunch candy,fully heat-treated,has quality,
15604,7427,buttercrunch candy,sugar,derives from,
15604,21548,buttercrunch candy,butter added,has substance added,
15604,21652,buttercrunch candy,http://purl.obolibrary.org/obo/FOODON_03460296,has substance added,
15608,21458,romano cheese (pecorino-style),solid,has quality,
15608,21460,romano cheese (pecorino-style),curd,derives from,
15608,4883,romano cheese (pecorino-style),lactic acid-other agent fermentation process,formed as a result of,
15610,21464,blue swimmer crab (raw),whole- natural shape,has quality,
15610,21462,blue swimmer crab (raw),not heat-treated,has quality,
15610,21508,blue swimmer crab (raw),whole animal or most parts used,derives from,
15612,21458,soya bread,solid,has quality,
15612,21456,soya bread,fully heat-treated,has quality,
15612,21661,soya bread,seed- skin removed,derives from,
15612,5366,soya bread,carbohydrate fermentation process,formed as a result of,
15612,21617,soya bread,http://purl.obolibrary.org/obo/FOODON_03460338,has substance added,
15613,5438,apple drink mix (artificially flavored),beverage base,has quality,
15613,21494,apple drink mix (artificially flavored),acidified,formed as a result of,
15613,11479,apple drink mix (artificially flavored),flavoring added- artificial,formed as a result of,
15613,21490,apple drink mix (artificially flavored),sweetener added,has substance added,
15614,9719,kava beer (food product),food (liquid),has quality,
15614,21462,kava beer (food product),not heat-treated,has quality,
15614,19502,kava beer (food product),root- tuber or bulb- with peel,derives from,
15614,13230,kava beer (food product),alcohol fermentation process,formed as a result of,
15614,21509,kava beer (food product),preservation by fermentation,formed as a result of,
15616,5438,lime drink mix,beverage base,has quality,
15616,7427,lime drink mix,sugar,derives from,
15616,21494,lime drink mix,acidified,formed as a result of,
15616,21481,lime drink mix,flavoring- spice or herb added,has substance added,
15618,2634,peach puree,semiliquid with solid pieces,has quality,
15618,21594,peach puree,fruit- peel present- core- pit or seed removed,derives from,
15621,2784,rhubarb (frozen),stem or stalk (without leaves),derives from,
15621,21476,rhubarb (frozen),preservation by freezing,formed as a result of,
15622,21483,breakfast sausage,whole- shape achieved by forming,has quality,
15622,19022,breakfast sausage,skeletal meat part- without bone- without skin,derives from,
15622,21481,breakfast sausage,flavoring- spice or herb added,has substance added,
15624,5743,wheat offal meal,medium ground,has quality,
15624,21516,wheat offal meal,seed (anatomical part),derives from,
15624,21467,wheat offal meal,water removal process,formed as a result of,
15624,15818,wheat offal meal,food animal as consumer,has consumer,
15625,21458,cocktail peanut (whole- coated- roasted),solid,has quality,
15625,21456,cocktail peanut (whole- coated- roasted),fully heat-treated,has quality,
15625,21516,cocktail peanut (whole- coated- roasted),seed (anatomical part),derives from,
15625,12823,cocktail peanut (whole- coated- roasted),food baking process,formed as a result of,
15625,21499,cocktail peanut (whole- coated- roasted),salted,formed as a result of,
15629,21486,canola oil,liquid- high viscosity- with no visible particles,has quality,
15629,484,canola oil,fat or oil,derives from,
15630,21491,cottage cheese (creamed),semisolid with solid pieces,has quality,
15630,21459,cottage cheese (creamed),partially heat-treated,has quality,
15630,21460,cottage cheese (creamed),curd,derives from,
15630,15328,cottage cheese (creamed),lactic acid fermentation process,formed as a result of,
15630,21461,cottage cheese (creamed),pasteurization by heating,formed as a result of,
15630,21523,cottage cheese (creamed),dairy product added,has substance added,
15632,21502,yogurt product (heat treated after fermentation),semisolid,has quality,
15632,21459,yogurt product (heat treated after fermentation),partially heat-treated,has quality,
15632,21504,yogurt product (heat treated after fermentation),milk (mammary secretion),derives from,
15632,15328,yogurt product (heat treated after fermentation),lactic acid fermentation process,formed as a result of,
15632,21461,yogurt product (heat treated after fermentation),pasteurization by heating,formed as a result of,
15633,14683,seasoning- powdered,finely ground,has quality,
15633,21467,seasoning- powdered,water removal process,formed as a result of,
15633,21468,seasoning- powdered,preservation by dehydration or drying,formed as a result of,
15634,21458,ocean pike (breaded),solid,has quality,
15634,18205,ocean pike (breaded),skeletal meat part,derives from,
15634,21567,ocean pike (breaded),breaded or batter-coated,formed as a result of,
15635,18366,sweet potato (canned- dehydrated),can- bottle or jar,surrounded by,
15635,21456,sweet potato (canned- dehydrated),fully heat-treated,has quality,
15635,12198,sweet potato (canned- dehydrated),root- tuber or bulb,derives from,
15635,21467,sweet potato (canned- dehydrated),water removal process,formed as a result of,
15635,21484,sweet potato (canned- dehydrated),sterilization by heating,formed as a result of,
15636,21463,noncarbonated beverage (less than 10% fruit juice),liquid- low viscosity- with no visible particles,has quality,
15636,21487,noncarbonated beverage (less than 10% fruit juice),sugar or sugar syrup added,has substance added,
15636,21477,noncarbonated beverage (less than 10% fruit juice),http://purl.obolibrary.org/obo/FOODON_03460147,has substance added,
15638,21464,hops (dried),whole- natural shape,has quality,
15638,18436,hops (dried),whole plant or most parts used,derives from,
15638,21467,hops (dried),water removal process,formed as a result of,
15638,21468,hops (dried),preservation by dehydration or drying,formed as a result of,
15644,21458,snakehead (raw),solid,has quality,
15644,21462,snakehead (raw),not heat-treated,has quality,
15644,18205,snakehead (raw),skeletal meat part,derives from,
15647,21464,kola nut pod (whole- raw),whole- natural shape,has quality,
15647,21462,kola nut pod (whole- raw),not heat-treated,has quality,
15647,21636,kola nut pod (whole- raw),seed in shell or hull,derives from,
15648,2282,celery flakes,divided into pieces,has quality,
15648,2784,celery flakes,stem or stalk (without leaves),derives from,
15648,21467,celery flakes,water removal process,formed as a result of,
15648,21468,celery flakes,preservation by dehydration or drying,formed as a result of,
15654,21483,pastry (meat filled),whole- shape achieved by forming,has quality,
15654,21530,pastry (meat filled),seed- skin removed- germ removed (endosperm),derives from,
15654,21501,pastry (meat filled),food filling process,formed as a result of,
15654,14198,pastry (meat filled),obsolete: meat added,has substance added,
15655,2282,pork shoulder (raw),divided into pieces,has quality,
15655,21462,pork shoulder (raw),not heat-treated,has quality,
15655,3612,pork shoulder (raw),shoulder (meat cut),has quality,
15655,18315,pork shoulder (raw),skeletal meat part- without bone or shell,derives from,
15656,18366,mollusc (canned),can- bottle or jar,surrounded by,
15656,21458,mollusc (canned),solid,has quality,
15656,21456,mollusc (canned),fully heat-treated,has quality,
15656,21508,mollusc (canned),whole animal or most parts used,derives from,
15656,21484,mollusc (canned),sterilization by heating,formed as a result of,
15660,21464,walnut (in oil),whole- natural shape,has quality,
15660,21516,walnut (in oil),seed (anatomical part),derives from,
15660,14879,walnut (in oil),packed in fat or oil,immersed in,
15661,21491,lime preserves,semisolid with solid pieces,has quality,
15661,21456,lime preserves,fully heat-treated,has quality,
15661,21479,lime preserves,fruit part,derives from,
15661,21580,lime preserves,sugar syrup or sugar syrup solids added,has substance added,
15663,21458,bluefish (raw),solid,has quality,
15663,21462,bluefish (raw),not heat-treated,has quality,
15663,18205,bluefish (raw),skeletal meat part,derives from,
15665,21458,india sardine (raw),solid,has quality,
15665,21462,india sardine (raw),not heat-treated,has quality,
15665,18205,india sardine (raw),skeletal meat part,derives from,
15666,20848,sour cream dressing,semiliquid with smooth consistency,has quality,
15666,21456,sour cream dressing,fully heat-treated,has quality,
15666,7673,sour cream dressing,cream food product,derives from,
15666,21481,sour cream dressing,flavoring- spice or herb added,has substance added,
15671,20848,french dressing (italian-style),semiliquid with smooth consistency,has quality,
15671,21456,french dressing (italian-style),fully heat-treated,has quality,
15671,484,french dressing (italian-style),fat or oil,derives from,
15671,21494,french dressing (italian-style),acidified,formed as a result of,
15671,21481,french dressing (italian-style),flavoring- spice or herb added,has substance added,
15674,21464,jewfish fillet (raw),whole- natural shape,has quality,
15674,21462,jewfish fillet (raw),not heat-treated,has quality,
15674,18315,jewfish fillet (raw),skeletal meat part- without bone or shell,derives from,
15675,21463,skim milk (vegetable oil added),liquid- low viscosity- with no visible particles,has quality,
15675,21459,skim milk (vegetable oil added),partially heat-treated,has quality,
15675,21504,skim milk (vegetable oil added),milk (mammary secretion),derives from,
15675,8400,skim milk (vegetable oil added),fat substitution process,formed as a result of,
15675,21461,skim milk (vegetable oil added),pasteurization by heating,formed as a result of,
15675,21581,skim milk (vegetable oil added),vegetable fat or oil added,has substance added,
15676,21486,cooking oil (spent),liquid- high viscosity- with no visible particles,has quality,
15676,484,cooking oil (spent),fat or oil,derives from,
15679,14683,corn flour (white),finely ground,has quality,
15679,21462,corn flour (white),not heat-treated,has quality,
15679,21530,corn flour (white),seed- skin removed- germ removed (endosperm),derives from,
15679,21467,corn flour (white),water removal process,formed as a result of,
15679,21468,corn flour (white),preservation by dehydration or drying,formed as a result of,
15681,21491,peanut butter with rose hips,semisolid with solid pieces,has quality,
15681,21456,peanut butter with rose hips,fully heat-treated,has quality,
15681,21465,peanut butter with rose hips,seed- skin removed- germ present,derives from,
15681,21477,peanut butter with rose hips,http://purl.obolibrary.org/obo/FOODON_03460147,has substance added,
15682,21458,butter bread,solid,has quality,
15682,21456,butter bread,fully heat-treated,has quality,
15682,21530,butter bread,seed- skin removed- germ removed (endosperm),derives from,
15682,5366,butter bread,carbohydrate fermentation process,formed as a result of,
15682,21548,butter bread,butter added,has substance added,
15684,21458,mozzarella cheese (made with whole milk- natural),solid,has quality,
15684,21460,mozzarella cheese (made with whole milk- natural),curd,derives from,
15684,4883,mozzarella cheese (made with whole milk- natural),lactic acid-other agent fermentation process,formed as a result of,
15685,21491,coconut custard,semisolid with solid pieces,has quality,
15685,21456,coconut custard,fully heat-treated,has quality,
15685,21504,coconut custard,milk (mammary secretion),derives from,
15685,21534,coconut custard,http://purl.obolibrary.org/obo/FOODON_03460186,has substance added,
15685,21481,coconut custard,flavoring- spice or herb added,has substance added,
15685,21677,coconut custard,http://purl.obolibrary.org/obo/FOODON_03460340,has substance added,
15687,21549,salt-rising bread starter (food product),disintegrated or ground,has quality,
15687,21462,salt-rising bread starter (food product),not heat-treated,has quality,
15687,21516,salt-rising bread starter (food product),seed (anatomical part),derives from,
15687,7886,salt-rising bread starter (food product),microbial/enzymatic modification process,formed as a result of,
15687,21467,salt-rising bread starter (food product),water removal process,formed as a result of,
15687,21468,salt-rising bread starter (food product),preservation by dehydration or drying,formed as a result of,
15687,21510,salt-rising bread starter (food product),grain added,has substance added,
